what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334425841474
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1334425843180
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334425848924
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1334425854195
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1334425858582
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334425861616
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1334425865947
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1334425866208
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334425866651
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1334425876151
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334425877399
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334425877583
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334425878651
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1334425890346
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334425891367
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334425892416
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334425893459
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334425901703
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334425903082
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334425933990
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334425937664
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334425952192
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334425953220
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1334425956561
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334425961279
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334426196705
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1334426197877
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334426199726
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334426201596
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334426203982
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334426205217
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334426205622
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334426207881
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334426211766
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334426490294
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1334426494381
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334426503965
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334426515570
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1334426515892
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1334426515929
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1334426519336
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1334426526019
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1334426528765
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334426529483
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334426529901
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1334426532221
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334426533363
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334426533534
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1334426535514
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334426536122
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334426536949
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334426543026
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.findNext",1334426546459
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.indent",1334426594206
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334426597370
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.indent",1334426600368
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.indent",1334426600589
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.indent",1334426600772
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.indent",1334426605643
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.indent",1334426609910
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.indent",1334426610400
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.indent",1334426610602
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.indent",1334426613345
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334426615586
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334426626073
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334426850339
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334426852669
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334426854289
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334426854899
