what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334435098179
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1334435103138
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1334435111071
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1334435111237
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1334435111398
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1334435111596
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1334435113535
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334435113913
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1334435118950
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1334435119116
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1334435119287
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1334435119449
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1334435119624
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1334435119790
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1334435119951
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1334435120118
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1334435120284
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1334435120454
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1334435120620
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1334435120801
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1334435121297
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1334435121421
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1334435121609
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1334435121965
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334435125026
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1334435129460
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1334435132432
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1334435157988
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1334435158298
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1334435159150
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334435164853
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334435170610
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334435175777
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334435797843
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334435799643
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334448022947
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334448027258
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334448028149
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334448029866
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334448037024
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334448043970
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334448045483
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334448057858
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334448077077
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334448152369
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334448187826
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334448214271
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1334448226255
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334448230609
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334448233679
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334448250029
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1334448252227
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334448267936
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334448339092
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1334448339120
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1334448341946
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334448346454
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334448355816
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1334448355948
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1334448355993
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334448359680
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334448504673
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334448507392
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334448508151
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334448509791
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334448511032
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334448511575
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334448516453
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334448518448
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334448635935
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1334448636963
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334448639262
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334448648899
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1334448660190
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1334448661062
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1334448661291
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1334448662271
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1334448662979
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1334448666478
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1334448666658
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1334448666847
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1334448667102
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334448668770
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1334448669472
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1334448669652
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1334448669817
