what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1334359427157
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1334359431012
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1334359432784
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1334359439656
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334359439949
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1334359455546
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334359456547
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1334359458347
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334359459515
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.rename",1334359459520
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1334359461325
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1334359462999
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334359465001
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334359469319
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334359485968
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334359486419
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334359495082
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1334359497231
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334359499560
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334359505865
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1334359507876
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334359511098
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334359513977
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334359518653
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334359519758
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334359521193
