what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334363218408
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1334363221335
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1334363224597
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1334363226298
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334363228268
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334363229258
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1334363231881
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1334363249291
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1334363314305
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334363318651
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1334363324783
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334363341116
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334363376822
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334363383184
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334363388772
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334363389561
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334363390388
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1334363391526
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1334363393124
