what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334456401052
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334456402074
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334456402453
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334456410773
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1334456410783
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1334456429103
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1334456437193
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1334456437638
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1334456498227
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334456505372
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334456518631
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334456518716
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334456518718
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334456521336
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334456521418
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334456521421
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334456527330
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1334456528886
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1334456531212
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1334456534024
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334456537388
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334456828636
